,band_name,fans,formed,origin,split,style
4172,Chaos Magic,2,2015,Chile,-,"Symphonic,Gothic"
4173,Chaosfear,2,1999,Brazil,1999,Thrash
4174,Chariot,2,1981,United Kingdom,-,"New wave of british heavy,Heavy"
4175,Chariots Of The Gods,2,2007,Canada,2007,"Melodic death,Metalcore"
4176,Christgrinder,2,2009,United Kingdom,-,"Black,Death"
4177,Cloud Rat,2,2010,USA,2010,Grindcore
4178,Coliseum,2,2003,USA,-,"Hardcore,Post-,Hardcore,Punk"
4179,Colombian Necktie,2,2010,USA,2010,"Sludge,Alternative"
4180,Common Grave,2,1999,Italy,-,"Brutal death,Black"
4181,Communion Of Thieves,2,2010,USA,2010,"Black,Grindcore"
4182,Coprolith,2,2001,Finland,-,"Death,Black"
4183,Coven 13,2,1985,USA,1985,Doom
4184,Crehated,2,2005,Italy,-,"Death,Thrash"
4185,Cretura,2,2010,Norway,2010,Extreme symphonic
4186,Crimson Sun,2,2001,Finland,-,Symphonic
4187,Crom Dubh,2,2003,United Kingdom,2003,Black
4188,Crossbreed,2,1996,USA,-,Industrial
4189,Cryptal Darkness,2,1993,Australia,1993,"Gothic doom,Death doom"
4190,Cryptic Warning,2,2000,USA,2006,"Technical death,Thrash"
4191,Dahakara,2,2013,Turkey,2013,"Ambient,Experimental black"
4192,Dakesis,2,2008,United Kingdom,-,Progressive power
4193,Dark Arena,2,2004,USA,2004,"Power,Progressive,Thrash"
4194,Dead In The Dirt,2,2008,USA,2014,Grindcore
4195,Dead Infection,2,1990,Poland,1990,Deathgrind
4196,Dead River Runs Dry,2,2012,Australia,-,Black
4197,Deadlands,2,2010,USA,2010,Us power
4198,Deadly Mosh,2,2008,Serbia,-,Thrash
4199,Deafening Silence,2,1997,France,1997,Heavy
4200,Death Of Self,2,2008,USA,2012,Grindcore
4201,Death Penalty,2,2013,,2013,"Doom,Heavy"
4202,Death Toll 80k,2,2005,Finland,-,Grindcore
4203,Deathrite,2,2010,Germany,2010,Grindcore
4204,Defender,2,1984,The Netherlands,-,"Power,Thrash"
4205,Desolate Pathway,2,2013,United Kingdom,2013,Epic doom
4206,Despair (SYR),2,2009,Syria,-,Black
4207,Desperado,2,1988,USA,1988,Heavy
4208,Despond,2,1995,France,2004,Doom
4209,Deuil,2,2012,Belgium,2012,"Black,Doom,Sludge"
4210,Deus X Machina,2,2012,Argentina,-,"Progressive,Power"
4211,Di'Anno,2,1983,United Kingdom,1983,"Hard rock,Heavy"
4212,Dialectic Soul,2,2000,Belarus,-,"Symphonic black,Progressive"
4213,Dictator,2,2005,Cyprus,2005,"Black,Funeral doom,Dark,Ambient"
4214,Dissension,2,2007,Canada,-,"Melodic death,Melodic black"
4215,Distaste,2,2000,Austria,2000,Grindcore
4216,Doctor Livingstone,2,1998,France,-,"Hardcore,Black,Punk"
4217,Doga,2,1989,Czech Republic,1989,"Thrash,Heavy"
4218,Doyle,2,2012,USA,-,"Groove metal ,Hardcore"
4219,Dr.X,2,2013,Spain,2013,Heavy
4220,Dramatvm,2,2003,Mexico,-,"Melodic death,Gothic"
4221,Dreamlost,2,1996,France,1996,Progressive
4222,Dysrider,2,2014,Switzerland,-,Symphonic
4223,Dysylumn,2,2010,France,2010,"Progressive black,Death"
4224,E-Force,2,2001,"Canada, France",-,Thrash
4225,Ebonillumini,2,2008,United Kingdom,2008,Avantgarde black
4226,Edgedown,2,2008,Germany,-,Heavy
4227,Eeriness,2,1996,Switzerland,1996,"Heavy,Gothic"
4228,Ehnahre,2,2006,USA,-,"Black,Death,Doom"
4229,Eibon la Furies,2,2005,United Kingdom,2005,"Gothic,Avantgarde black"
4230,Elvira Madigan,2,1995,Sweden,2008,Symphonic black
4231,Empires Of Eden,2,2008,Australia,2008,Melodic power
4232,Encorion,2,2007,The Netherlands,-,Viking folk
4233,Entheos (CAN),2,2011,Canada,2011,Black
4234,Epistasis,2,2008,USA,-,Experimental black
4235,Eternal Reign,2,1997,Germany,1997,Power
4236,Eternal Sorrow,2,1994,Brazil,-,Gothic doom
4237,Ethernity,2,2000,Belgium,2000,Progressive power
4238,Exhausted Prayer,2,1997,USA,-,"Progressive black,Progressive death"
4239,Exiled,2,1997,USA,1997,"Power,Speed,Thrash"
4240,Felony,2,1992,Switzerland,-,Melodic heavy
4241,Filii Nigrantium Infernalium,2,1989,Portugal,1989,"Black,Thrash"
4242,Final Crusade,2,2011,Switzerland,-,Heavy
4243,Forces United,2,2013,Russia,2013,Power
4244,Fornicus,2,2013,USA,-,Black
4245,Foul Body Autopsy,2,2010,United Kingdom,2010,Death
4246,Freitod,2,2005,Germany,-,Black
4247,Frightmare,2,2002,USA,2002,"Death,Thrash,Grindcore"
4248,Frozen Winds,2,2007,Cyprus,-,Black
4249,Funeral Whore,2,2006,The Netherlands,2006,Death
4250,Gateway To Selfdestruction,2,2013,Germany,-,Black
4251,Gehennah,2,1992,Sweden,1992,Thrash
4252,Genocide Shrines,2,2011,Sri Lanka,-,"Black,Death"
4253,Ghee-Yeh,2,2008,Chile,2008,Heavy
4254,Ghost Voyage,2,2008,Finland,-,Death doom
4255,Goblin Hovel,2,2010,USA,2010,Folk
4256,God Mother,2,2012,Sweden,-,Grindcore
4257,Gone Postal,2,2007,Iceland,2007,Death
4258,Goodbye To Gravity,2,2011,Romania,2015,Melodic metalcore
4259,Gothic Knights,2,1990,USA,1990,Power
4260,Grave Upheaval,2,2008,Australia,-,Death
4261,Gravehill,2,2001,USA,2001,"Thrash,Death"
4262,Griffar,2,1997,France,-,Melodic black
4263,Gverr,2,2007,Albania,2007,"Progressive death,Death,Thrash"
4264,Gypsyhawk,2,2008,USA,2015,Heavy
4265,Hæthen,2,2009,USA,2009,Black
4266,Haar,2,2008,United Kingdom,-,"Atmospheric black,Progressive black"
4267,Hadean,2,2012,USA,2012,"Progressive,Hardcore,Jazz fusion"
4268,Haikai No Ku,2,2012,United Kingdom,-,"Doom,Stoner"
4269,Heavydeath,2,2013,Sweden,2013,Death doom
4270,Hegemone,2,2010,Poland,-,"Black,Post-metal,Sludge"
4271,Hell Within,2,1998,USA,1998,Metalcore
4272,Hemelbestormer,2,2012,Belgium,-,Post-metal
4273,Herald,2,2000,Estonia,2000,Heavy
4274,Hourswill,2,2009,Portugal,-,Progressive
4275,House Of Low Culture,2,2000,USA,2000,"Drone doom,Ambient,Experimental"
4276,Howling Syn,2,1998,Canada,-,Gothic
4277,Human Cull,2,2007,United Kingdom,2007,Grindcore
4278,Hydra Vein,2,1987,United Kingdom,1990,Thrash
4279,I Chaos,2,2009,The Netherlands,2009,Brutal death
4280,Iluminato,2,2010,Brazil,-,Gothic
4281,Implore,2,2013,Germany,2013,Grindcore
4282,Inciter,2,2000,Croatia,-,Thrash
4283,Infinitum Obscure,2,2000,Mexico,2000,Death
4284,Insane,2,1997,France,-,"Power,Thrash"
4285,Iskra,2,2002,Canada,2002,"Black,Crust,Punk"
4286,Johansson & Speckmann,2,2013,Sweden,-,Death
4287,Karmaflow,2,2013,The Netherlands,2013,Symphonic
4288,Karyn Crisis' Gospel Of The Witches,2,2009,USA,-,"Doom,Gothic"
4289,Khaotika,2,2014,USA,2014,"Melodic black,Gothic"
4290,Killers (UK),2,1991,United Kingdom,2003,Heavy
4291,King Fear,2,2011,Germany,2011,Black
4292,King's-Evil,2,1989,Japan,-,Thrash
4293,Kingdragon,2,2006,Greece,2006,"Melodic heavy,Hard rock"
4294,Kognitiv Tod,2,2014,USA,-,Black
4295,Kolp,2,2007,Hungary,2007,"Black,Doom"
4296,Korum,2,1999,France,-,Death
4297,Kragens,2,2000,France,2000,"Heavy,Power,Thrash"
4298,Krokmitën,2,1991,Canada,-,Experimental death
4299,Krokodil,2,2011,United Kingdom,2011,Progressive sludge
4300,Kultika,2,2008,Romania,-,"Black,Post-metal"
4301,Landskap,2,2012,United Kingdom,2012,"Doom,Psychedelic rock"
4302,Last In Line,2,2012,USA,-,"Heavy,Hard rock"
4303,Legend (JE),2,1980,Jersey,1980,"New,Wave,Of british heavy,Heavy"
4304,Liquorworks,2,2006,Finland,-,Experimental progressive
4305,Lody Kong,2,2011,USA,2011,"Crossover thrash,Hardcore,Punk"
4306,Lonely Kamel,2,2005,Norway,-,Stoner rock
4307,Looking For An Answer,2,1999,Spain,1999,Grindcore
4308,Lunar Path,2,2006,Finland,-,Gothic
4309,Lunarium,2,2005,USA,2005,Folk
4310,Malrun,2,2005,Denmark,-,Melodic hard rock
4311,Man Made Origin,2,2008,United Kingdom,2008,Progressive
4312,Maniac Butcher,2,1992,Czech Republic,-,Black
4313,Marche Funèbre,2,2007,Belgium,2007,"Death,Doom"
4314,Marseille,2,1976,United Kingdom,-,"New wave of british heavy,Heavy"
4315,Mastermind,2,1986,USA,1986,"Progressive rock,Symphonic rock,Fusion ,Progressive,Instrumental"
4316,Masterstroke,2,2002,Finland,-,Heavy
4317,Means End,2,2011,Sweden,2011,Progressive
4318,Mena Brinno,2,2006,USA,-,"Gothic,Symphonic"
4319,Mephistopheles,2,2004,Australia,2004,Technical death
4320,Merkabah,2,2002,Canada,-,Heavy
4321,Methadone Skies,2,2009,Romania,2009,"Atmospheric sludge,Stoner,Psychedelic rock"
4322,Moon (POL),2,1996,Poland,-,"Black,Death"
4323,Mordbrand,2,2006,Sweden,2006,Death
4324,Morgain,2,1995,Slovak Republic,2015,"Atmospheric doom,Folk"
4325,Morian,2,2002,Finland,2002,"Gothic,Heavy"
4326,Myopia,2,2003,USA,2011,Progressive
4327,Myrah,2,2005,Sweden,2005,Gothic
4328,Mysto Dysto,2,1983,The Netherlands,1987,"Speed,Thrash"
4329,N R C S S S T,2,2011,"Lithuania, Germany",2011,"Atmospheric black,Post-metal,Shoegaze"
4330,N.I.L.,2,2004,USA,-,"Black,Doom"
4331,Naamah,2,1996,Poland,1996,"Gothic,Progressive"
4332,Nailed,2,2000,United Kingdom,-,Brutal death
4333,Nasty Idols,2,1987,Sweden,1987,"Heavy,Glam,Glam rock"
4334,Natron,2,1992,Italy,-,Death
4335,Nebukadnezza,2,2002,United Kingdom,2002,"Death,Thrash,Hardcore"
4336,Necromancing The Stone,2,2014,USA,-,Melodic death
4337,Nerve End,2,2009,Finland,2009,"Alternative,Progressive"
4338,Next To None,2,2013,USA,-,Progressive
4339,Night Viper,2,2014,Sweden,2014,Heavy
4340,Nightly Gale,2,1996,Poland,-,"Black,Doom"
4341,Noctum,2,2009,Sweden,2009,"Doom,Heavy,Hard rock"
4342,Non Serviam,2,1995,Sweden,-,Death
4343,North (USA),2,2005,USA,2005,"Post-metal,Sludge"
4344,Northern Plague,2,2009,Poland,-,"Black,Death"
4345,NunFuckRitual,2,2006,Norway,2006,Black
4346,Nycticorax,2,2003,Latvia,-,Black
4347,Oblivionized,2,2008,United Kingdom,2008,"Technical death,Grindcore"
4348,Obsidian Sea,2,2009,Bulgaria,-,Doom
4349,Ocultan,2,1994,Brazil,1994,Black
4350,Odyssey,2,1989,Spain,-,Progressive
4351,Ogre,2,1999,USA,1999,"Doom,Hard rock"
4352,Oleg Izotov,2,2003,Russia,-,"Alternative,Instrumental heavy"
4353,One Step Beyond,2,1997,Australia,1997,Experimental death
4354,Onirism,2,2014,France,-,Symphonic black
4355,Op?a Opasnost,2,1992,Croatia,1992,Hard rock
4356,Orchid's Curse,2,2005,Canada,-,Metalcore
4357,Ordinul Negru,2,2004,Romania,2004,Black
4358,Oxiplegatz,2,1993,Sweden,1998,Avantgarde
4359,Pain Principle,2,1993,USA,1993,"Thrash,Death"
4360,Paragon Of Beauty,2,1994,Germany,2001,Gothic
4361,Paramnesia,2,2005,France,2005,Black
4362,Phantom,2,2005,Denmark,-,Black
4363,Protean,2,2013,Latvia,2013,Black
4364,Psudoku,2,2010,Norway,-,"Avantgarde,Grindcore"
4365,Pure Inc,2,2001,Switzerland,2001,"Hard rock,Alternative"
4366,Pyrrhon,2,2008,USA,-,Technical death
4367,Quinta Essentia,2,2004,USA,2004,"Black,Death"
4368,Reality Grey,2,2004,Italy,-,Melodic death
4369,Realmbuilder,2,2008,USA,2008,"Epic doom,Heavy"
4370,Resurrecturis,2,1990,Italy,-,Death
4371,Retriem,2,2003,Russia,2003,Power
4372,Rev 16:8,2,2008,Sweden,2012,Black
4373,Revelation's Hammer,2,2007,Norway,2007,Black
4374,Romuvos,2,2014,Lithuania,-,Folk
4375,Rudhira,2,2010,Norway,2010,Progressive
4376,Sabachthani,2,2002,Sweden,-,"Gothic,Doom"
4377,Sadistic Gore,2,2004,Brazil,2004,Death
4378,Sandalinas,2,2001,Spain,-,Melodic progressive
4379,Santo Rostro,2,2013,Spain,2013,"Doom,Stoner"
4380,Saracen,2,1976,United Kingdom,-,"New wave of british heavy,Heavy,Progressive"
4381,Sarcofagus,2,1977,Finland,1977,Progressive heavy
4382,Sargatanas Reign,2,1997,Sweden,2008,Death
4383,Scald (RUS),2,1993,Russia,1993,Epic doom
4384,Scar Of The Sun,2,2004,"United Kingdom, Greece",-,Gothic doom
4385,Scarblade,2,2015,"Greece, Sweden",2015,Heavy
4386,Sea Witch,2,2014,Canada,-,"Blackened doom,Sludge"
4387,Seamount,2,2007,Germany,2007,Doom
4388,Sectu,2,2005,Sweden,-,Death
4389,Sedna,2,2009,Italy,2009,"Black,Sludge"
4390,Seita,2,2007,The Netherlands,-,"Death,Thrash"
4391,Septic Death,2,1981,USA,1981,Hardcore
4392,Serpent Omega,2,2011,Sweden,-,"Doom,Sludge"
4393,Serpent Venom,2,2008,United Kingdom,2008,Doom
4394,Severed,2,2014,Iceland,-,"Brutal death,Technical death"
4395,Shadow Of The Colossus,2,2009,USA,2009,Deathcore
4396,Shallow Rivers,2,2007,Russia,-,"Death doom,Atmospheric doom"
4397,Shaman (FIN),2,1997,Finland,1997,Folk
4398,Shannon,2,1998,France,-,"Hard rock,Heavy"
4399,Shatterpoint,2,2001,Canada,2001,"Power,Thrash"
4400,Shredding The Envelope,2,2008,USA,-,"Heavy,Thrash"
4401,Silent Memorial,2,1992,Switzerland,1992,"Heavy,Progressive"
4402,Siren,2,2012,USA,-,"Black,Doom,Heavy"
4403,Sirocco,2,2003,Ireland,2003,"Heavy,Folk,Thrash"
4404,Skraeckoedlan,2,2009,Sweden,-,Psychedelic stoner
4405,Slabdragger,2,2008,United Kingdom,2008,"Doom,Sludge"
4406,Slidhr,2,2005,Ireland,-,Black
4407,Slivers Cross,2,2008,Latvia,2008,"Metalcore,Alternative"
4408,Slow,2,2007,Belgium,-,"Atmospheric doom,Funeral doom"
4409,Solifvgae,2,2014,Brazil,2014,"Atmospheric black,Post-metal"
4410,Sonic Reign,2,1997,Germany,-,Black
4411,Sorrowful,2,2009,Sweden,2009,Death doom
4412,Sorrowful Angels,2,1999,Greece,-,Gothic
4413,Soul Dissolution,2,2012,Belgium,2012,Black
4414,Soulless,2,1997,USA,-,"Melodic death,Thrash"
4415,Sourvein,2,1993,USA,1993,"Doom,Sludge"
4416,Spaceking,2,2009,Russia,-,"Progressive,Progressive rock,Stoner rock,Stonerinstrumental"
4417,Spartan Warrior,2,1980,United Kingdom,1980,"New wave of british heavy,Heavy"
4418,Splattered Mermaids,2,2005,Sweden,2015,"Brutal death,Grindcore"
4419,Srogo??,2,2013,Poland,2013,Black
4420,Standing Ovation,2,2006,Finland,-,Progressive
4421,Station Dysthymia,2,2007,Russia,2007,Funeral doom
4422,T?zmadár,2,1999,Hungary,-,Power
4423,Tanagra,2,2010,USA,2010,"Us power,Heavy"
4424,Tempestuous Fall,2,2011,Australia,2013,"Funeral doom,Death doom"
4425,Temple Of Evil,2,2008,Cyprus,2008,Black
4426,Terror Empire,2,2009,Portugal,-,Groove thrash
4427,Tesa,2,2005,Latvia,2005,"Post-metal,Sludge,Hardcore"
4428,The Arson Project,2,2005,Sweden,-,Grindcore
4429,The Batallion,2,2006,Norway,2006,Thrash
4430,The Belonging,2,1998,United Kingdom,-,Blackened death
4431,The Doomsday Kingdom,2,2016,Sweden,2016,Doom
4432,The Earls Of Mars,2,2012,United Kingdom,-,Avantgarde
4433,The Everdawn,2,1993,Sweden,1993,Melodic death
4434,The Experiment No.Q,2,2012,Italy,-,Progressive
4435,The Night Flight Orchestra,2,2007,Sweden,2007,Hard rock
4436,The Oracle,2,2006,Canada,2011,Extreme progressive
4437,The Order Of Chaos,2,2003,Canada,2003,"Heavy,Power,Thrash"
4438,The Silent Wedding,2,2006,Greece,-,Heavy
4439,The Wakedead Gathering,2,2007,USA,2007,Death
4440,Theories,2,2010,USA,-,Deathgrind
4441,Those Who Bring The Torture,2,2007,Sweden,2007,"Death,Grindcore"
4442,Throes Of Sanity,2,-,USA,-,Us power
4443,Titaan,2,2015,Italy,2015,Black
4444,Tribune,2,2004,Canada,-,"Melodic thrash,Progressive"
4445,Trimonium,2,1998,Germany,1998,Pagan black
4446,Triumfall,2,2006,Serbia,-,Black
4447,Trophallaxy,2,2007,Swaziland,2007,"Power,Symphonic"
4448,Unchained,2,1998,Sweden,2006,Heavy
4449,Unholy Matrimony,2,2000,Switzerland,2000,Black
4450,Unwritten Pages,2,2005,The Netherlands,-,Progressive
4451,Urban Tales,2,2005,Portugal,2005,"Gothic rock,Alternative"
4452,Usurpress,2,2010,Sweden,-,Death
4453,Vôdûn,2,2012,United Kingdom,2012,"Stoner,Psychedelic rock"
4454,Vaalnor,2,2009,Switzerland,-,Folk
4455,Valkenrag,2,2006,Poland,2006,Melodic death
4456,Vardis,2,1973,United Kingdom,-,"New wave of british heavy,Heavy"
4457,Venin Noir,2,2001,Brazil,2001,Gothic
4458,Vermilion,2,2008,Romania,2015,Experimental black
4459,VII Gates,2,1999,Sweden,1999,"Heavy,Progressive power"
4460,Villainy,2,2010,The Netherlands,-,"Blackened thrash,Crust,Punk"
4461,Vise Versa,2,2012,France,2012,Alternative
4462,Vista Chino,2,2010,USA,2014,Stoner rock
4463,Vitriol,2,2007,Italy,2007,Progressive
4464,Void Of Sleep,2,2010,Italy,-,Sludge
4465,Vomitile,2,2007,Cyprus,2007,"Death,Thrash"
4466,Vox Tempus,2,2003,USA,-,Progressive
4467,Wells Valley,2,2011,Portugal,2011,"Progressive sludge,Post-metal"
4468,When Woods Make Graves,2,2011,United Kingdom,-,Atmospheric black
4469,Whitehorse,2,2004,Australia,2004,"Drone doom,Sludge"
4470,Wilt,2,2010,Canada,-,Atmospheric black
4471,Winds Of Torment,2,2001,France,2001,Melodic death
4472,Witchbound,2,2013,Germany,-,"Melodic power,Heavy"
4473,Within The Fall,2,2010,Sweden,2010,Death doom
4474,WIZ,2,1996,Sweden,-,Power
4475,Woburn House,2,2005,Germany,2005,Post-metal
4476,Wolvserpent,2,2005,USA,-,Drone doom
4477,Woods Of Belial,2,1995,Finland,1995,"Black,Funeral doom,Industrial doom,Doom"
4478,Worth Dying For,2,2002,Canada,-,"Progressive death,Melodic death"
4479,Yawarhiem,2,2005,Peru,2005,"Symphonic power,Folk"
4480,Yogth Sothoth,2,2003,Colombia,-,Brutal death
4481,Zavorash,2,1996,Sweden,1996,Black
4482,11Paranoias,1,2011,United Kingdom,-,"Doom,Sludge"
4483,48 Crash,1,1975,Germany,1975,"Progressive rock,Heavy"
4484,7 H. Target,1,2005,Russia,-,Brutal death
4485,A Gruesome Find,1,1998,USA,1998,Blackened death
4486,A New Dawn,1,1997,The Netherlands,-,"Gothic,Symphonic"
4487,Abhorrent,1,2007,USA,2007,"Brutal death,Technical death"
4488,Absconditus,1,2010,France,-,Black
4489,Acrosome,1,2009,Turkey,2009,"Depressive black,Dark ambient"
4490,Adagio (BRA),1,1995,Brazil,-,Death doom
4491,Aeon Throne,1,2010,Norway,2010,"Black,Death"
4492,Against Nature,1,2004,USA,-,"Doom,Hard rock,Progressive rock"
4493,Against Tolerance,1,2009,Brazil,2009,"Metalcore,Experimental thrash"
4494,Age Of Woe,1,2010,Sweden,-,"Death,Crust,Punk"
4495,Airdash,1,1986,Finland,1986,Thrash
4496,Akem Manah,1,2007,Belgium,-,"Death,Doom"
4497,Akem Manah (USA),1,2009,USA,2009,Death doom
4498,Akhenaten,1,2012,USA,-,"Black,Death"
4499,Aktor,1,2013,Finland,2013,"Psychedelic hard rock,Heavy"
4500,Alien Syndrome 777,1,2007,Italy,-,Avantgarde black
4501,Alkimya,1,2004,France,2004,Progressive
4502,Alkoholizer,1,2006,"Italy, Spain",-,Thrash
4503,Amor E Morte,1,2004,Bulgaria,2004,"Gothic,Symphonic black"
4504,Ancient Altar,1,2013,USA,-,"Sludge,Doom"
4505,Andacht,1,2008,USA,2008,Atmospheric black
4506,Angmaer,1,2013,United Kingdom,-,Black
4507,Angrepp,1,2005,Sweden,2005,"Black,Thrash"
4508,Anima Tempo,1,2009,Mexico,-,Progressive death
4509,Antagonist Zero,1,2010,Finland,2010,Death doom
4510,Antlion,1,2012,Canada,-,Progressive death
4511,Apa Simbetii,1,2009,Romania,2009,"Progressive death,Black"
4512,Apathie,1,2009,Germany,-,Black
4513,Aposthate,1,2004,Italy,2004,Brutal death
4514,Arbitrator (CAN),1,2010,Canada,-,Industrial death
4515,Architects Of Chaoz,1,2014,Germany,2014,Heavy
4516,Armahda,1,2011,Brazil,-,"Heavy,Power"
4517,Arryan Path,1,1997,"USA, Cyprus",1997,"Heavy,Power"
4518,Arsh Anubis,1,2011,USA,-,Black
4519,Artisian,1,2004,United Kingdom,2004,"Black,Death"
4520,As Autumn Calls,1,2005,Canada,-,"Death,Doom"
4521,Ashen Horde,1,2013,USA,2013,Progressive black
4522,Ashtar,1,2012,Switzerland,-,"Sludge,Drone"
4523,Aspectra,1,2014,Norway,2014,"Black,Death"
4524,Astral Tears,1,2009,France,-,"Progressive,Alternative"
4525,Asymmetry,1,2011,Serbia,2011,Progressive
4526,Aurinko,1,2011,Canada,2013,"Doom,Folk"
4527,Autumn: Death,1,2011,Sweden,2011,"Melodic black,Melodic death"
4528,Axial Lead,1,2011,Romania,-,Progressive
4529,Azavatar,1,2013,Germany,2013,Black
4530,Baptists,1,2010,Canada,-,"Hardcore,Punk"
4531,Basement Torture Killings,1,2007,United Kingdom,2007,Death
4532,Bask,1,2013,USA,-,"Post-metal,Stoner rock,Psychedelic rock"
4533,Battlezone,1,1985,United Kingdom,1985,"Groove thrash,Heavy"
4534,Beaten Back To Pure,1,1998,USA,-,"Doom,Sludge"
4535,Before God,1,1997,USA,1997,"Black,Folk"
4536,Bersimbah Darah,1,2007,Indonesia,-,Deathgrind
4537,Beyond The Flesh,1,2000,USA,2000,Melodic death
4538,Bhleg,1,2013,Sweden,-,Atmospheric black
4539,Black Succubi,1,2005,Denmark,2005,Heavy
4540,Blackened,1,1997,Germany,2007,"Heavy,Power"
4541,Blackwelder,1,2012,USA,2012,Power
4542,Blade Of Spirit,1,1996,Greece,-,Power
4543,Blastanus,1,2007,Finland,2007,"Brutal death,Grindcore"
4544,Blliigghhtted,1,2014,Turkey,-,Experimental black
4545,Bloodgut,1,2004,Sweden,2004,Death
4546,Blustery Caveat,1,2002,Greece,-,Brutal death
4547,Born From Ruins,1,2009,USA,2009,"Alternative,Hard rock"
4548,Brainchoke,1,2000,United Kingdom,-,"Grindcore,Death"
4549,Bubonic Wrath,1,2005,USA,2005,"Black,Death,Thrash"
4550,Burnsred,1,2007,USA,-,"Progressive sludge,Doom,Post-metal"
4551,Burweed,1,2009,Finland,2009,"Atmospheric sludge,Post-metal"
4552,Cadmium,1,2010,France,-,Symphonic
4553,Cannibal Accident,1,2007,Finland,2007,Grindcore
4554,Cara Neir,1,2008,USA,-,Experimental black
4555,Carry The Storm,1,2008,USA,2008,"Thrash,Death"
4556,Castrator,1,2013,USA,-,Death
4557,Casual Silence,1,1993,The Netherlands,1993,Progressive
4558,Cat O' Nine Tails,1,2012,Finland,-,"Folk,Symphonic power"
4559,Ceremonia,1,2011,France,2011,Atmospheric doom
4560,Cetacean,1,2015,USA,-,"Doom,Sludge"
4561,Chrome Waves,1,2010,USA,2010,"Atmospheric black,Post-metal"
4562,Citizen,1,2004,USA,2011,Grindcore
4563,Code Of Nelson's Folly,1,2012,Croatia,2012,Folk
4564,Cold Night For Alligators,1,2008,Denmark,-,"Progressive math,Djent"
4565,Collateral Damage,1,2004,Italy,2004,Heavy
4566,Collide,1,2003,Latvia,-,Thrash
4567,Coltsblood,1,2010,United Kingdom,2010,"Doom,Sludge"
4568,Conjuro Nuclear,1,2012,Spain,-,"Black,Darkwave"
4569,Contemplator,1,2011,Canada,2011,"Progressive,Instrumental"
4570,Corr Mhóna,1,2009,Ireland,-,"Doom,Heavy,Celtic black"
4571,Corrupted Melody,1,1995,Slovak Republic,1995,"Death,Atmospheric doom"
4572,Crépuscule,1,2007,Canada,-,Atmospheric black
4573,Cryogenic,1,1993,Germany,1993,Symphonic black
4574,Crypt Of Kerberos,1,1990,Sweden,-,"Death doom,Progressive death"
4575,Cursed 13,1,1998,Sweden,1998,Black
4576,Daedalus,1,2000,Italy,-,Progressive
4577,Dalkhu,1,2003,Slovenia,2003,"Black,Death"
4578,Dark Covenant,1,2009,Canada,-,Doom
4579,Dark Wings Syndrome,1,2008,Portugal,2008,"Gothic,Progressive"
4580,Darkall Slaves,1,2005,France,-,Brutal death
4581,Darkened Souls,1,2006,Finland,2006,"Doom,Melodic death"
4582,DarkRise,1,1998,Switzerland,-,Brutal death
4583,Dawn Of Oblivion,1,1991,Sweden,1991,Gothic
